,Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
2835,2014-12-13,Kailahun,Luawa,Sewalu,Bodu,,1.0,1.0,Youth chairman,Very High,"Since this out break, their children are just sitting without doing any thing and they have no receive any food supply","After ebola in the community, are they allow to go back to their normal activities?",Touching dead body or sick person,"any one who harbour strangers with the allowing of the chief must pay a fine of be 100, 000 and must be quarantined for a days",When will the borders shall be re-opend because most of the commodities are from Guinea/Liberia,There is a power struggle in their community
2836,2014-12-13,Kailahun,Luawa,Upper Kpombai,Gbagbama,,1.0,1.0,Imam,Very High,"Banning of all social activities, schools, cultural pratices",When will this  cris end?,Touching suspected ebola person/dead body,strangers are not allow to stay no community burial is allow,Food struggle in the community at this moment,The ability of the community members to continue to maintain the bye-laws concering ebola
2837,2014-12-13,Kailahun,Luawa,Gbela,Golahun,,1.0,1.0,Active youth,Very High,Teenage pregnancies is at higher rate during this ebola crisis,When will ebola end?, Through body touching,stranger is not allow in their community to stay,Food struggle in the community at this moment,How to get top-up for communication
2838,2014-12-13,Kailahun,Luawa,Lower Kpombai,Kortihun,,1.0,1.0,Activie youth,Very High,All bye-laws from the government/community must be strictly observed,When will ebola end in this country?,Through by touching bodly fuild,strangers are no allow to sleep in the community,Shortages of food in the community,Restriction of freedom in normal meovement
2839,2014-12-13,Kailahun,Luawa,Luawa Foiya,Kpedema,2-3 weeks,1.0,1.0,Women's Leader,Very High,Together with the Restless Development we can fight Ebola ,"What distance do I need to take away from Ebola suspected cases? Can Ebola be transmitted through the exchange of cups, spoons etc‰Û_?","Washing dead bodies, Eating of bush meat, Travelling from one place to another ",no stranger is allowed to sleep in their community,"Ebola has stopped all developments in the country, no education, teenage pregnancy is on the high rate.",They are capable to carry out action plan
2840,2014-12-13,Kailahun,Luawa,Luawa Foiya,Kpemalu,,1.0,1.0,Active youth,Very High,Their farming land has been used to build the CMC and grave yeard,What will the gevernment do for tem interms of farming land?,By encouraging body contact,no body contact is allow in their community strangers are not allow in their community,They did not receive food supply during the 3 days stay at home,They are asking for chorine for effective hand washing since they are very close to the CMC
2841,2014-12-13,Kailahun,Luawa,Buima,Mendekama,,1.0,1.0,Vice youth chairman,Low,Ebola can very fast ,When this out break shall be ended?,Body contact,"keeping stranger with out the approval of the authority the fine if be 200, 000",Ever one is urged to abid with ebola the law ,Poor road network in the community
2842,2014-12-13,Kailahun,Luawa,Luawa Foiya,Subadu,,1.0,1.0,Community member,Low,Their children laguishing in the community with out going to school,When will ebola end?,Touching of sick/dead body,strangers are not allow without the notification and declaration from the authority,The food insufficiency in the community,They need veronica bucket and  to help carry out the action plans
2843,2014-12-13,Kailahun,Luawa,Luawa Yiehun,Gbokpobu,4 weeks or more,1.0,1.0,CHW,Very High,"Ebola has affected us greatly in terms of eucation, Restritction to movement and to normal lives activites.","How did Ebola enter this country? , If some one observe the laws giving by the health workers can he/she get Ebola virus.","Shaking hands, Washing of death bodies and Sexual intercourse.",no stranger is allowed to sleep in their community,Government to fight hard and end Ebola so that normal activitities can resume ,They are capable of carrying out action plan and there is no obsatcle 
2844,2014-12-13,Kailahun,Luawa,Gao,Kpokulahun ,2-3 weeks,1.0,1.0,Youth,Very High,"Our Children are now out of school, Since the out break of Ebola we have received any supply yet.",Can we go ahead with our  normal funerals after Ebola is erabicated?,"Shaking of hands, Burial of dead bodies.",no stranger is allowed to sleep in their community,They are always ready to observe all rules and regulations inorder to kick out Ebola,They are capable of carrying out action plan and there is no obsatcle 
2845,2014-12-13,Kailahun,Malema,Pelegbaima,Madina ,,1.0,1.0,Youth Chairman ,Very High,When will Ebola come to an end? Fear and misinformation ,When will Ebola come to an end?,Washing of dead bodies ,"no setting of traps for bush animals defaulters will pay a fine of be 300, 000",,
2846,2014-12-13,Kailahun,Mandu,Upper Kuna ,Lewula,Last week,1.0,1.0,Youth Leader,Very High,Businesses are not going on well any longer since Ebola.,Did the government has priscribe any medicine for Ebola?,"Movement of People to an infected areas, through sharing sharp instruments with an infected person.",strangers are not allowed in our community we cannot keep some body that is sick in our community without the notice of the health workers,Government need to provide strong authority for the movement of people from one place to another to stop spreading Ebola in Sierra Leone.,Long distance to their allocated health center.
2847,2014-12-13,Kailahun,Mandu,Upper Kuna ,Gieema,Last week,1.0,1.0,Youth Chairman,Very High,"In the abstnce of the chlorine which was give to them, they are still using their native soap to wash hands to prevent themselves from Ebola.","When will the Ebla come to an end, If there is any medicine for Ebola treatment?","Avoid washing dead bodies, No visiting of another community for funeral keeping, Avoid body contact.",washing of hands with soap and water no funeral attending,"The community people say they will maintain law and other until the Ebola crisis come to an end, From the Ebola outbreak no organization have ever visited them in ths community ",No health facility in their area 
2848,2014-12-13,Kailahun,Melema ,Upper Sami,Komende ,Last week,1.0,1.0,Contrct Tracer ,Low,That Ebola had reduced family relationship in the community ,Who realy is responsible for the spread of Ebla?,"Washing of dead Ebolab bodies, Sharing body fluids with an infected person",no body should visit another community to more than a hours,"Ebola have restricted their movement, love ones died with no proper burial, Ebola will cause high rate of illiteracy and teenage pregrancy ","Absence of of litreate mambers in the community, Religious beliefs"
2849,2014-12-13,Kailahun,Jaluahun,Jongar,Godie,,1.0,1.0,,Very High,"Freedom of movement restricted, Teenage pregnancy on the increase",When will Sierra Leone become Ebola free,Washing of dead bodies ,nobody should eat bush meat report any stranger to the appropriate authority,,
2850,2014-12-13,Kailahun,Jaluahun,Sei 1,Gbokoyeama,,1.0,1.0,Champion,Low,This Ebola should end now so that we can resume normal life,what type of sickness is Ebola without an end ,"Burrying of dead bodies, Eating of bush meat, hiding of sick people",no football game no video playing,"we were told that accepting the reality of Ebola willsoon wipe it out and we adhered, but is it still here and just destroying lives?",The turn-out of the community if low
2851,2014-12-13,Kailahun,Jaluahun,Sei 1,Ngiehun Dolla,,1.0,1.0,Chief,Low,Ebola has stopped everything,when will Ebola come to an end?,Touching infected persons,those who leave the community for more than two days will be isolated for a days,That if anyone  touches the ambulance they will be infected. They fear the Burial Team,"They lack confidence in the medical personnel, so they may not report incidents and issues affecting them"
2852,2014-12-13,Kailahun,Jaluahun,Sei 2,Tondola,,1.0,1.0,Chairrman,Very High,Ebola is real and we should be careful,"How did Ebola ome to Sierra Leone, where and when?","Burrying of dead bodies, Eating of bush meat, hiding of sick people",no accommodation for strangers no burial of dead bodies,When will the medicines for Ebola be available?,
2853,2014-12-13,Kailahun,Jaluahun,Fallay,Yandohun ,4 weeks or more,1.0,1.0,Activie youth,Very High,The present burial  is been carried out,"After ebola in the community, did the government allow them to go back to their cultural activities?",Through bodyly contact,no society is allowed and any social activities,There is no veronica bucket and chororine in the community,The restriction from the cultural pratices
2854,2014-12-13,Kailahun,Jaluahun,Kemaya,Yeikador,,1.0,1.0,Youth,Very High,Ebola has created enemity among families,when will Ebola come to an end?,"Touching of sick persons, visiting funeral homes, washing of dead bodies, body contact, sharing of sharp objects",no sharing of sharp objects no lodging of strangers no public gathering,Now all our normal activities have been stopped on account of this single Ebola ,They are always ready to observe all rules and regulations inorder to kick out Ebola
2855,2014-12-13,Kailahun,Peje Bongre,Falloh,Fowaya,,1.0,1.0,Secretary,Very High,Their normal movement has been changed,When school shall be re-opened ?,Body contact,strangers are not allow to sleep in their,They are redy to work with Restless to fight ebola out the country,"No good network coverage to have easy communication, shortages of chorine in the community"
2856,2014-12-13,Kailahun,Peje Bongre,Bongre,Koilu,,1.0,1.0,Activie youth,Very High,Ebola kill fast and is not easy to fight it,When Ebola will end in Sierra Leone?,Body contact,strangers are not accommodated in their community only those working against ebola,The education in Sierra Leone has distrubed,To have veronica buckets and chorine for continus hand washing
2857,2014-12-13,Kailahun,Peje Bongre,Bongre,Semabu Iii,,0.0,1.0,Youth chairman,Low,Education and cultural activities have all abbandonded,When Ebola will end in Sierra Leone?, Eating bush meat,no stranger is allow in their community to sleep,They are discuraged about the ut off their normal activities,Stortages of food in the community
2858,2014-12-13,Kailahun,Peje Bongre,Bongre,Tagbama,,1.0,1.0,Teacher,Very High,Ebola can kill very fast and it has reduced human values,When Ebola will end in Sierra Leone?,Body contact,no allowing of strangers in the community,"Shortages of food in the community, poor road network",Stortages of food in the community
2859,2014-12-13,Kailahun,Peje West,Golama,Batiama,,1.0,1.0,CHW,Very High,Their movement movement is restrected ,They want to know if their if  Ebola is a man made dease?,Touching dead body ,strangers should not be allowed in the community,Their movement and market activities have been abolished,To have veronica buckets and chorine 
2860,2014-12-13,Kailahun,Peje West,Keimaya,Gandorhun,,1.0,1.0,Youth chairman,Very High,Education and cultural activities have all abbandonded,Who was the first person contacted ebola in Sierra Leone?,"Touching body fluids like vomitting, sexua intercorse",strangers are not allow in the community to sleep,The champions are expecting certificate at the end,No good network coverage to have easy communication
2861,2014-12-13,Kailahun,Peje West,Kpaiwa,Jopowahun,,1.0,1.0,,Very High,Schools are no more in session because of ebola out break,When will ebola end,"Grouping to gether, sexual realtionship",strangers are not allow in their community,"In case of burial, no fineral rite", Hunger is seriously affecting them in the community
2862,2014-12-13,Moyamba,Bumpe,Bumpeh,Roponga,,1.0,1.0,Town chief,Medium,the spread of the diseae has stop the movement of people in this community.,when will the disease be contained? When will school reopen.,"body contact,washing of dead body,accepting strangers,body fluid.",no stranger is allowed to sleep in the community without the approval of the stakeholders of the community touching dead body is not allowed the community,the delay of the burial team in collecting the dead body from the community.,that some of their children normally come for holiday to raise school fees . the implimentation of these by-laws is going to pose a serious challenge for them.
2863,2014-12-13,Moyamba,Bumpe,Saina,Saina Wharf,,1.0,1.0,ordinary citizen,Very High,why do we want know the number of households that live  in the community?,when will Ebola end in sierra leone?,"washing dead bodies,caring for the sick,accepting strangers",no one should keep sick person at home strangers should not be allowed in the community,"they want school to reopen ,their freedom of movement has been restricted as result of this outbreak,they also need food.",if they are given the needed support by the stakeholders in the community they observe these by-laws
2864,2014-12-13,Moyamba,Fakunya,Gardorhun,Bauya,,1.0,1.0,youth leader,Medium,not to allowed strangers,If some one died of Ebola will they be safe to use the properties of the dead person?,they should not allowed body contact and they should not eat a fruit that has been eating by bats or monkeys.,if a stranger visit their community it should be made known to the authorities and that person should be returned back to where he she came from,"they need help from the Government to supply them bucket, soap, chlorine and other nessary things needed to stop Ebola.",The time factor is not organized and most of the community people goes to their farms during the day.
2865,2014-12-13,Moyamba,Fakunya,Kpanguglo,Falaba,,1.0,1.0,member,High,after the Ebola Epidemic are we allowed to eat bush meat?,after ebola can  we eat monkey back?,direct  contact with an infected person,secrete burial is a serious crime and who soever is found wanting will face the full force of the law,the community want to know when school will reopen?,
2866,2014-12-13,Moyamba,Fakunya,Maninga,Gbususu,,1.0,1.0,yuoth ,High,when is Ebola  going to come to an end?,Does the government have any solution to this problem?,"taking care of sick people, accomondating strangers",no stranger is allowed in the community,if they have any death case how fast the burial team will arrived,
2867,2014-12-13,Moyamba,Fakunya,Tullu,Jorma,,1.0,1.0,community youth,Very High,report suspected case of ebola to the nearest health centre,can ebola be transmitted by eating monkey?,"coming in close contact with a seriously sick person,washing dead bodies,visiting fineral homes,touch the dead body of an infected person,body contact.",no body is allowed to keep a stranger from another community and frequent hand washing,all sick person are isolated and call 117 help line,that they cannot contiue to listen to us if the project has no benefit for them in future.
2868,2014-12-13,Moyamba,Fakunya,Tangla,Kortohun,,1.0,1.0,community youth,High,those with symptoms of Ebola should quickly report to health center.,is it true that it is realy Ebola that is killing people?,"visiting burial homes,washing of dead bodies,keeping sick persons at home.",washing of dead body is not allowed visitors are not allowed in the community,the town chief always encourage them to take their sick relatives to the health center for treatment.,the only obstacle is the fact that the  mobilizers did not bring any material for them to start implimenting some of the by-laws.
2869,2014-12-13,Moyamba,Fakunya,Lungiii,Kovehun,,1.0,1.0,chief,High,the Ebola disease is very easy to spread from one person to another .,when will Ebola end in sierra leone?,"washing dead body,visiting  burrial homes.","no lodging or allowing strangers in their comments violation of this law is liable to a fine of be 500, 000",practing hygiene bycleaning their environment and washing their hands regularly.,they are too busy harvesting their rice
2870,2014-12-13,Moyamba,Fakunya,Todem Balenga,Kpetemafonday,,1.0,1.0,contact trace,High,the government quarratine people without giving them food.,when will Ebola come to an end?,"body contact,touching dead bodies, washing dead body",no stranger is allowed to stay in the community,they all wish to see  the end of the Ebola epedimic,they need support to carry out the activties
2871,2014-12-13,Moyamba,Fakunya,Songo,Mamy Yoko,,1.0,1.0,youth leader,Medium,eating bush meat (monkeys) can cause Ebola.,is it all bush meat that can cause the spread of Ebola?,"Ebola can spread through body contact,touching dead body,by eating bush meat.",no stranger is allowed to sleep in the village without the knowledge of the villageauthorites,"if they are all ready to  change their behaviours,they can easily beat ebola.","the only obstacle they have in the  implimentation of these by-laws is the lack of chlorine, veronica bbuckets and soap."
2872,2014-12-13,Moyamba,Fakunya,Kunyafoi,Moconteh,,1.0,1.0,chief,Medium,would the madical team hand the body to the family memmber for burial,why are women not incloulded in the burrier team ?,"touching dead body,washing  dead body,visiting fineral homes,",strangers rae not accepted in the village washing of dead body is not allowed in the community,it is not advisable put a suspected Ebola patient  in the same Ambulance with someone who has already proved positive of the  Ebola virous.,the committee is will to impliment the by-laws set but the only is that they were expecting money from the mobilizers in the form of motivation.
2873,2014-12-13,Moyamba,Fakunya,Taiama,Mogbaray,,1.0,1.0,chief,Medium,"what are the differences between the symptoms of cholera,typhoid malaria and the Ebola virous disease?",what benefit will they get from this project?,"washing dead bodies,accepting strangers ,burring of dead bodies",they should isolate sick people to await medical personnel,continuous washing of the dead body will not help in the fight against the eradication of the deadly  disease.,no concern was raised by the community withreguard to the implimentation of the by-laws.
2874,2014-12-13,Moyamba,Fakunya,Mende Gelema,Morkuloh,,1.0,1.0,community youth,Very High,when school will re-open?,when there no medication how do they cure the disease,"having body contact,having sexual intercourse with an effected person , eating bush meat, and accomondating  strangers will lead to the spread of the virous",no accommodation for strangers no eating of bush meat every burial should be conducted by burial team,the re-opening of school.,
2875,2014-12-13,Moyamba,Fakunya,Kovella,Njopowahun,,1.0,1.0,youth,Medium,what will be the help of smac towards their community,when is the state of Emergency going to be lifted,lack of information about the Ebola epidemic,"washing of dead bodies is not allowed in this community a one ole 500, 000 will be levy against any one who found breaking the law",,
2876,2014-12-13,Moyamba,Fakunya,Fakoi,Pumbeya,,1.0,1.0,youth leader,High,can Ebola be transmitted by shaking hands?,how does  dead bodies transmit Ebola?," keeping of strangers, eating of bushing meat",no stranger is allowed in the community,,
2877,2014-12-13,Moyamba,Fakunya,Njawa,Salina,,1.0,1.0,member,High,they burial team should have in burial our bodies,who brought Ebola to sierra Leone? And when will it come to an end?,"Washing dead bodies,body contact,getting close contact with an infected person",no hand shaking no body contact taking sick persons must be taken to health centre,"No project in their cmmunity since the out break of Ebola in the country,they want school to reopen,they want the government to help them with veronica bocket for washing their hands.",the introduction was poor within the community
2878,2014-12-13,Moyamba,Fakunya,Mosoe,Vaama ,,1.0,1.0,communitu vhairman,Low,"some pupils were asking to know when school will reopen, as some of their colleagues are getting pregnant as result of this outbreak.",where did the Ebola virous come from?,"Washing dead bodies,body contact,getting close contact with an infected person",no one is allowed to move out of the community for a long period of time washing of dead body is not allowed visiting funeral homes is prohibited,"according to them,they want the government to establih an Ebola treatment  center in there community. Also, they want to know when will Ebola come to an end?","since the board committee is mainly consist of authorities of the society,am sure there will be much success in the implimentation of this by-laws"
2879,2014-12-13,Moyamba,Kaiyamba,Agiboya,Baaka,,1.0,1.0,ordinary citizen,Medium," washing  hands and avoiding body contact with sick persons are necessary,but very difficult to observe.",how did Ebola entered sierra leone?,"body contact,visiting of burrinal homes , coming in close contact with an effected person.",no body is allowed to visit burial home they should stop washing dead bodies they should not accommodate strangers avoid eating bush meat monkeys,teey should provide them with veronica buckets for hand washing,
2880,2014-12-13,Moyamba,Kaiyamba,Koromboya,Makine Road,,1.0,1.0,Chief,Medium,"almost all the symptoms of the Ebola virous are similar to that of malaria,typhoid and cholera.",is it true that Ebola is real?,"caring for the sick at home,unsafe burrial,accepting strangers from out side the community",all strangers should see the town chief and PHU staff before entering into any house in the community whosoever go against this law will be finned,the paramount chief always encourage people to go to health center very early before their situations get worst.,they are very compliance to the by-laws .
2881,2014-12-13,Moyamba,Kaiyamba,Kpangia,Manavulahun,,1.0,1.0,ordinary citizen,High,the government quarratine people without giving them food.,is Ebola a man made disease or  is it from God?,"secrete burrial,washing the dead body,caring for an Ebola infected person.",secrete burial is a serious crime and who soever is found wanting will face the full force of the law,some members of the community are in the habit of spraying other peoples kitchen at night.,
2882,2014-12-13,Moyamba,Kongbora,Mogeray,Gbangbama,,1.0,1.0,Youth leader,High,is it true that Ebola is a curse?,is the by-laws going to continue even after the Ebola?,attending fineral homes and allowing strangers from different communities to come and stay is another easy of contrcting the virous.,no stranger is allowed in the community dead body must not be washed visitors are not allowed in the community,it is very necessary to see people advising people on how to prevent themselves fom this Ebola virous,continuous sensitisation is what the communty people need.
2883,2014-12-13,Moyamba,Kongbora,Tongea,Gombahun,,1.0,1.0,Youth leader,Medium,why should the  burial team  dress like that?why  do they spray chlorine on children?,When is our country going to be Ebola free?,"lodging strangers,keeping sick persons, washing dead bodies",sick persons must be taken to the hospital visitors are not allowed to sleep in the community washing of dead body is not allowed,how is the community going to benefit from this project?,
2884,2014-12-13,Moyamba,Kongbora,Gibina,Mbowoma,,1.0,1.0,ordinary citizen,Low,"to stop strangers from entering the village ,everybody should stay where they are until the  end of the out break.",when will the Ebola out break come to ab end?,"eating bush meat will lead to the spread of the deadly virous,avoid body contact.",no body is allowed to visit burial home,people should be given befitten and dignified burrial.,they need the support of the community leaders in the implimentation of these by-lwas.
2885,2014-12-13,Moyamba,Kongbora,Mokorawo,Moyambawo,,1.0,1.0,ordinary citizen,High,"when ebola will end, where does the disease comes from?","if strangers are being stop from entering the community,will that end  Ebola?"," eating bush meat, having sexual intercourse, having body contact.",no secrete burial is allowed in the community,"the manner in which the burrial team handle the dead bodies does not go down well with them,what should be their expectation from the SMAC project in the form assistance.","from the action points developed,we are sure that they have the ability to impliment i"
2886,2014-12-13,Moyamba,Kongbora,Taninahun Boka,Moyegai,,1.0,1.0,Youth leader,High,"Because of Ebola,our children no longer go to school",are we permitted to wash dead body after Ebola?,keeping sick persons at home.,no hand shaking no body contact taking sick persons must be taken to health centre,Ebola has caused a lot of problems in our society.,is it true that Ebola will end in january .
2887,2014-12-13,Moyamba,Kongbora,Lawana,Varma,,1.0,1.0,Teacher,High,our children are suffering because of Ebola,can Ebola be transferred through sexual intercourse?,"keeping sick persons at home,washing dead body.","no body is allowed to keep a stranger from another community who soever go against this this law will be fined the sum of leone ,000( five hundred thousand leones",everybody must observe these by-laws,everybody is willing to impliment these by-laws
2888,2014-12-13,Moyamba,Kori,Vaama,Bagbema,,1.0,1.0,youth,Very High,all their trading activities has been affected by this deadly outbreak,why is it that the government cannot employ some of their community members in the  fight against this dreadful disease.,"Ebola can be contracted through body contact,washing ofndead body,coming in contact with an infacted person.",the movement of people within the community must be restricted no stranger is allowed to sleep in the community without the knowledge of the stake holders in the community who soever go against this law will be fined,most of their commodities are nolonger selling as a result of this out reak.,the only obstacle is the fact that most of them spend the rest of the day in their farm houses
2889,2014-12-13,Moyamba,Kori,Forbgo,Bissi,,1.0,1.0,youth leader,Medium,we all know that Ebola is real deadly virous.,when is Ebola  going to come to an end?,"visiting burial homes,washing dead bodies,keeping sick persons at home.",washing of dead body is not allowed visitors are not allowed in the community,there is no veronica bucket  in the village to promote regular hand washing,there is no veronica bucket  in the village to promote regular hand washing
2890,2014-12-13,Moyamba,Kori,Mowonga,Jayahun,,1.0,1.0,sensitization officer,High,Ebola can be contracted by washing dead bodies.,"if there is no vaccing to cure Ebola,then how can an ebola patient survive from the virous.","visiting burial homes,washing dead bodies,keeping sick persons at home.",washing of dead body is not allowed visitors are not allowed in the community,"if a sick person goes for an Ebola test, and proves negative of the  Ebola virous, will he be treated free of charge for any other disease that he may have been proved positive of?",they need the corporation of everybody in thecommunity in the fight against Ebola.
2891,2014-12-13,Moyamba,Kori,Bai Largo,Maboimam,,1.0,1.0,chief,Medium,"they should keep all those who are in qurantine home,and remove all those who are negaton bebore 21 days","the termometer will not dected Ebola ,why are they using it at every chech point?","accomodating  strangers,keeping of sick person washing dead bodies.",we should not wash dead bodies we should not accept strangers we should not funeral,the Government should train  women to be part of the burial team .especial the women  that have survive ebola.,
2892,2014-12-13,Moyamba,Kori,Manjehun,Morseleh,,1.0,1.0,member,High,how did Ebola come to sierra leone?,sometimes the delay in response from the burrial team lead to the spread of the virous ,"visiting burial homes,washing dead bodies,keeping sick persons at home.",washing of dead body is not allowed visitors are not allowed in the community,according to them all those claiming to have survived from Ebola were never  affected by  the virous.real Ebola patient cannot survive.,they need the support of the the governmen
2893,2014-12-13,Moyamba,Kori,Yando,Njala Kpuima,,1.0,1.0,Youth leader,High,"Ebola is a killer  disease .therefore, everyone must be careful about the virous.",when is Ebola coming to an end in the country?,"visiting burial homes,washing dead bodies,keeping sick persons at home.",avoid body contact take sick people to health centre no stranger is allowed,"wenever they go to the health center in their community,the nurse in charge will ask them to work .otherwise she will not treat them.","the community people are ready to carryout the action plan,only if they are given the support needed by the stakeholders in the community."
2894,2014-12-13,Moyamba,Kori,Mokabba,Taninhun,,1.0,1.0,elder,Medium,this Ebola virous has created a lot of inconveniencies for them in the country.,is it that God cannot cure this sickness execpt the medical team?,direct contact,should not keep strangers should not eat bush meat,government should stop giving money for ebola jobs.,
2895,2014-12-13,Moyamba,Kori,Yando,Wounde,,1.0,1.0,,Very High,"according to them,the Ebola virous has greatly affected their movement from one place to another.",has the government fix any date that this virous will finally come to an end?,"visiting burial homes,washing dead bodies,keeping sick persons at home.",no visitors from other communities are allowed to stay in the village,what is the community going to  benefit from this  SMAC project,they need the support of the the governmen
2896,2014-12-13,Moyamba,Timadale,Kaball,Mopala,,1.0,1.0,Youth Leader,High,,When will school reopen?,Touching/washing dead bodies,no touching or washing of dead bodies acceptance of strangers into the community,Let the government conduct house to house serch to discover more sick people,They are more concern in their farming activities
2897,2014-12-13,Moyamba,Timadale,Kambotoke,Belleh,,1.0,1.0,Community Champion,Very High,Ebola has stop them from running thei businesses and other activities,"Where did the virus emmanate from?, ","Body contact, ",no strangers are allowed into the community,The PHU's are not taking adequate care of sick people because of ebola ,
2898,2014-12-13,Moyamba,Timadale,Gbehan,Gogbeh,,0.0,1.0,Health workere,Medium,Ebola has stop public movement ,,Body contact,no stranger are not allowed into the community no hand shaking,What plans does the government has put in place for strangers coming into the communities?,
2899,2014-12-13,Moyamba,Timadale,Kambotoke,Gondama,,1.0,1.0,Younth Leder,High,Lack of current education into the country,Is there any specific time for ebols to end in sierra leone?,Washing of dead bodies,no stranger is allowed to enter into the community frequent hand washing,No normal business activities are currently going on in the commuity,
2900,2014-12-13,Moyamba,Timadale,Mai,Komenday,,1.0,1.0,Chair man,Medium,The community people are praying for ebola to end in sierra ,"Is there any vacine for ebola in the huspital?, when will this virus end in sierra eone?","Boby contact, fluid from dead bodies, visiting sick people, vigianal fluid, keeping strangers",strangers re not allowed into the community no visiting of sick people call 117 for nay dead body,Asking the government to provide vaccine to control this deadly disease,
2901,2014-12-13,Moyamba,Timadale,Yapoma,Mobambi,,1.0,1.0,Ward committee member,High,Their concern focuses on the eating of bush meat,How do we know when ebola will end?,"Touching dead bodies, Keeping sick people in the community",,The information deseminated to them was very key ,We need contunious outreach and sensitization on ebola messages
2902,2014-12-13,Moyamba,Timadale,Mando,Ndomo,,1.0,1.0,Ordinary Citizen,High,Lack of current education in the country,What to do if someone is seriously sick?,Body contact,,Poverty and poor road network,The bush animals are eating our plantation and the government said we should not eat bush animals
2903,2014-12-13,Moyamba,Timadale,Nugurba,Senthelor,,0.0,1.0,Assistant Town Chief,Medium,In need of soap and water for effective hand washing,What we to do prevent ourselves from this ebola?,Eating of bats and other wide animals,isolation of sick people within the community prohibition of strangers entering the community,The community people appretiate the way the brial team conduct burials ,
2904,2014-12-14,Moyamba,Bumpe,Saina,Mokaigutu,,1.0,1.0,Womens Leader,Medium,is it true that every death is Ebola?,who brought Ebola to sierra Leone? And when will it come to an end?,"Washing dead bodies,body contact,getting close contact with an infected person",no hand shaking no body contact taking sick persons must be taken to health centre,"No project in their cmmunity since the out break of Ebola in the country,they want school to reopen,they want the government to help them with veronica bocket for washing their hands.",the introduction was poor within the community
2905,2014-12-14,Moyamba,Bumpe,Bumpeh,Torgbobu,,1.0,1.0,ordinary citizen,Medium,"for fear of contracting the virous,they no longer visit their relatives who lost their loved ones.","is Ebola realy a disease from God? Or is it a man made virous?,are they allowed to care for their sick children?,and when will the Ebola disease finally come to an end?","coming in close contact with a seriously sick person,washing dead bodies,visiting fineral homes,touch the dead body of an infected person,body contact.","no body is allowed to keep a stranger from another community who soever go against this this law will be fined the sum of leone ,000( five hundred thousand leones",the manner in which the burrial team handle the dead bodies does not go down well with them. Is there going to be free education after Ebola?,they need the corporation of all the stake holders in the community
2906,2014-12-14,Moyamba,Kaiyamba,Koromboya,Congowo Road,,1.0,1.0,ordinary citizen,High,"what are the differences between the symptoms of cholera,typhoid malaria and the Ebola virous disease?",how did Ebola enter Sierra Leone,"washing dead bodies,accepting strangers ,burring of dead bodies",they should isolate sick people to await medical personnel strangers are not allowed in the the community,continuous washing of the dead body will not help in the fight against the eradication of the deadly  disease.,no concern was raised by the community with reguard to the implimentation of the by-laws.
2907,2014-12-14,Moyamba,Kaiyamba,Agiboya,Gbokama,,1.0,1.0,Youth leader,Medium,,,,,,
2908,2014-12-14,Moyamba,Kaiyamba,Kpangia,Taninihun,,1.0,1.0,ordinary citizen,Very High,all their trading activities has been affected by this deadly outbreak,why is it that the government cannot employ some of their community members in the  fight against this dreadful disease.,"Ebola can be contracted through body contact,washing ofndead body,coming in contact with an infacted person.",the movement of people within the community must be restricted no stranger is allowed to sleep in the community without the knowledge of the stake holders in the community who soever go against this law will be fined,most of their commodities are nolonger selling as a result of this out reak.,the only obstacle is the fact that most of them spend the rest of the day in their farm houses
2909,2014-12-14,Moyamba,Kongbora,Mogeray,Mokon,,1.0,1.0,Town chief,Medium,Ebola has caused a lot of set back to development in our community.,how does  dead bodies transmit Ebola?," keeping of strangers, eating of bushing meat,washing dead body.",no stranger is allowed in the community,Does the SMAC project has any developmental plan for them ater Ebola?,everybody is willing to impliment these by-laws
2910,2014-12-14,Moyamba,Kongbora,Gibina,Mosaba,,1.0,1.0,Chief,Medium,eating bush meat (monkeys) can cause Ebola.,is it all bush meat that can cause the spread of Ebola?,"Ebola can spread through body contact,touching dead body,by eating bush meat.",no stranger is allowed to sleep in the village without the knowledge of the villageauthorites,"if they are all ready to  change their behaviours,they can easily beat ebola.","the only obstacle they have in the  implimentation of these by-laws is the lack of chlorine, veronica bbuckets and soap."
2911,2014-12-14,Moyamba,Kongbora,Taninahun Boka,Mosama,,1.0,1.0,Youth leader,Very High,when is Ebola  going to come to an end?,Does the government have any solution to this problem?,"taking care of sick people, accomondating strangers",no stranger is allowed in the community dead body must not be washed,they are all happy with the action plan.,everybody is willing to impliment these by-laws
2912,2014-12-14,Moyamba,Kongbora,Mokorawo,Ngagoihun,,1.0,1.0,ordinary citizen,High,we want school to reopen so theat our children can start going to school.,"why are they telling us to take our sick persons to hospital,when they said Ebola has no cure?","having body contact,having sexual intercourse with an effected person , eating bush meat, and accomondating  strangers will lead to the spread of the virous",no secrete burial is allowed in the community visitors from other community are not allowed to sleep in the community,"the manner in which the burrial team handle the dead bodies does not go down well with them,what should be their expectation from the SMAC project in the form assistance.","from the action points developed,we are sure that they have the ability to impliment it."
