 0 freq rank
jeweller 207341 3.828206177562062e-07 42925.0
cryptology 207333 3.828058470888416e-07 42926.0
scribbles 207323 3.8278738375463577e-07 42927.0
gangland 207308 3.827596887533271e-07 42928.0
roseau 207277 3.8270245241728915e-07 42929.0
nonfat 207259 3.8266921841571873e-07 42930.0
alejandra 207180 3.8252335807549305e-07 42931.0
grubby 207166 3.824975094076049e-07 42932.0
wooing 207146 3.8246058273919336e-07 42933.0
conjunctions 207131 3.8243288773788466e-07 42934.0
bluebell 207130 3.824310414044641e-07 42935.0
embellish 207110 3.8239411473605254e-07 42936.0
hippos 207102 3.823793440686879e-07 42937.0
telepathic 207048 3.8227964206397664e-07 42938.0
disinfect 207027 3.822408690621445e-07 42939.0
moonlit 207004 3.821984033934712e-07 42940.0
intercepting 207000 3.821910180597889e-07 42941.0
privatised 206983 3.8215963039163903e-07 42942.0
melange 206979 3.821522450579567e-07 42943.0
denounces 206949 3.8209685505533935e-07 42944.5
croissant 206949 3.8209685505533935e-07 42944.5
hoopla 206946 3.8209131605507764e-07 42946.0
gules 206933 3.820673137206101e-07 42947.0
costumed 206929 3.820599283869278e-07 42948.0
trilateral 206928 3.8205808205350723e-07 42949.0
watermarked 206925 3.8205254305324547e-07 42950.0
vacuolar 206896 3.819989993840487e-07 42951.0
quarterfinal 206895 3.819971530506281e-07 42952.0
obstetrical 206889 3.8198607505010464e-07 42953.0
perfecto 206888 3.819842287166841e-07 42954.0
operability 206881 3.8197130438274003e-07 42955.0
dedications 206836 3.81888219378814e-07 42956.0
recurrences 206789 3.818014417080468e-07 42957.0
ulceration 206786 3.81795902707785e-07 42958.0
aftertaste 206774 3.817737467067381e-07 42959.0
dampened 206769 3.817645150396352e-07 42960.0
stalkers 206768 3.817626687062146e-07 42961.5
poconos 206768 3.817626687062146e-07 42961.5
corks 206732 3.816962007030738e-07 42963.0
lithia 206715 3.8166481303492394e-07 42964.0
obscuring 206709 3.8165373503440047e-07 42965.0
methacrylate 206693 3.816241936996712e-07 42966.0
demoted 206682 3.8160388403204483e-07 42967.0
nullify 206637 3.815207990281188e-07 42968.0
refines 206574 3.8140448002262236e-07 42969.0
infarct 206563 3.81384170354996e-07 42970.0
tricking 206514 3.8129370001738765e-07 42971.0
liquidating 206505 3.812770830166024e-07 42972.0
compacting 206503 3.812733903497613e-07 42973.0
corroborate 206499 3.8126600501607895e-07 42974.0
shuffles 206439 3.8115522501084424e-07 42975.5
aborts 206439 3.8115522501084424e-07 42975.5
envied 206413 3.8110722034190917e-07 42977.0
dirtiest 206405 3.8109244967454456e-07 42978.0
chins 206390 3.8106475467323585e-07 42979.0
psychosomatic 206388 3.810610620063947e-07 42980.5
kidnappings 206388 3.810610620063947e-07 42980.5
coring 206369 3.8102598167140373e-07 42982.0
frictional 206348 3.8098720866957156e-07 42983.0
runt 206329 3.809521283345806e-07 42984.0
benadryl 206324 3.809428966674777e-07 42985.0
rezone 206321 3.809373576672159e-07 42986.0
nursed 206293 3.8088566033143975e-07 42987.0
monolayers 206290 3.80880121331178e-07 42988.0
placeholders 206250 3.8080626799435484e-07 42989.0
squirm 206247 3.8080072899409313e-07 42990.0
philately 206230 3.807693413259433e-07 42991.0
repairable 206226 3.8076195599226096e-07 42992.0
prefectural 206225 3.807601096588404e-07 42993.0
loathsome 206216 3.8074349265805515e-07 42994.0
disequilibrium 206177 3.806714856546526e-07 42995.0
springbok 206102 3.805330106481092e-07 42996.0
tiberian 206100 3.8052931798126807e-07 42997.0
chita 206091 3.8051270098048284e-07 42998.0
althea 206081 3.8049423764627704e-07 42999.0
revolutionizing 206054 3.8044438664392145e-07 43000.0
twisters 206012 3.803668406402571e-07 43001.5
harmonizing 206012 3.803668406402571e-07 43001.5
rance 206006 3.8035576263973363e-07 43003.0
tula 205991 3.80328067638425e-07 43004.0
icebergs 205990 3.803262213050044e-07 43005.0
sacking 205985 3.803169896379015e-07 43006.0
skinless 205975 3.802985263036957e-07 43007.0
sauerkraut 205974 3.8029667997027514e-07 43008.0
costuming 205971 3.802911409700134e-07 43009.0
clapper 205968 3.8028560196975167e-07 43010.0
settee 205963 3.8027637030264877e-07 43011.5
driest 205963 3.8027637030264877e-07 43011.5
scipio 205923 3.802025169658256e-07 43013.0
substations 205920 3.801969779655639e-07 43014.0
beautician 205915 3.80187746298461e-07 43015.0
syntheses 205908 3.8017482196451696e-07 43016.0
underpaid 205903 3.8016559029741406e-07 43017.0
stealthy 205901 3.8016189763057287e-07 43018.0
upswing 205874 3.801120466282173e-07 43019.0
flaunt 205865 3.8009542962743204e-07 43020.0
interrogators 205861 3.8008804429374976e-07 43021.0
doubleheader 205848 3.800640419592822e-07 43022.0
mistaking 205841 3.8005111762533816e-07 43023.0
hooligan 205840 3.800492712919176e-07 43024.0
packagers 205822 3.800160372903472e-07 43025.0
dasher 205780 3.799384912866829e-07 43026.0
gunnery 205774 3.799274132861594e-07 43027.0
dyspepsia 205767 3.799144889522153e-07 43028.0
perms 205764 3.799089499519536e-07 43029.0
digestible 205755 3.798923329511684e-07 43030.0
reaver 205753 3.7988864028432724e-07 43031.0
akan 205742 3.7986833061670087e-07 43032.0
augments 205731 3.798480209490745e-07 43033.0
tryst 205722 3.798314039482893e-07 43034.0
unsweetened 205719 3.7982586494802756e-07 43035.0
daydreams 205708 3.798055552804012e-07 43036.0
cede 205707 3.798037089469806e-07 43037.0
fluorite 205698 3.7978709194619544e-07 43038.0
pyrolysis 205691 3.7977416761225134e-07 43039.0
convenes 205677 3.7974831894436326e-07 43040.0
annihilate 205665 3.797261629433163e-07 43041.0
callus 205657 3.797113922759517e-07 43042.0
apologist 205637 3.796744656075401e-07 43043.0
neruda 205630 3.7966154127359607e-07 43044.0
tartrate 205607 3.7961907560492275e-07 43045.0
candidly 205594 3.7959507327045524e-07 43046.0
shifty 205583 3.7957476360282887e-07 43047.5
caliban 205583 3.7957476360282887e-07 43047.5
attentional 205558 3.795286052673144e-07 43049.0
orphanages 205540 3.79495371265744e-07 43050.0
fossa 205501 3.794233642623414e-07 43051.0
deceptions 205477 3.7937905226024754e-07 43052.0
snorted 205453 3.7933474025815366e-07 43053.0
upwind 205437 3.793051989234244e-07 43054.0
shivered 205427 3.792867355892186e-07 43055.0
teem 205420 3.7927381125527454e-07 43056.0
replenished 205403 3.792424235871247e-07 43057.5
overexposure 205403 3.792424235871247e-07 43057.5
nymphos 205391 3.7922026758607776e-07 43059.0
massless 205382 3.7920365058529253e-07 43060.0
assailants 205374 3.791888799179279e-07 43061.0
fitment 205367 3.791759555839839e-07 43062.0
degeneracy 205361 3.791648775834604e-07 43063.0
neanderthal 205354 3.7915195324951637e-07 43064.0
lemming 205345 3.7913533624873113e-07 43065.0
appends 205325 3.790984095803196e-07 43066.0
robt 205307 3.7906517557874917e-07 43067.0
huntingdonshire 205304 3.790596365784874e-07 43068.0
consummated 205283 3.7902086357665524e-07 43069.0
cotes 205184 3.78838076568018e-07 43070.0
geostationary 205182 3.788343839011768e-07 43071.0
fertilisation 205177 3.788251522340739e-07 43072.0
insurable 205156 3.787863792322418e-07 43073.0
obstinate 205140 3.787568378975125e-07 43074.0
multiparty 205139 3.7875499156409194e-07 43075.0
earthwork 205124 3.7872729656278324e-07 43076.0
artesian 205119 3.7871806489568034e-07 43077.0
jeopardized 205117 3.787143722288392e-07 43078.0
serology 205077 3.7864051889201604e-07 43079.0
disoriented 205070 3.78627594558072e-07 43080.5
alphabetized 205070 3.78627594558072e-07 43080.5
buttock 205064 3.7861651655754853e-07 43082.0
farquhar 205051 3.78592514223081e-07 43083.0
ergodic 205038 3.7856851188861346e-07 43084.0
superseding 205036 3.785648192217723e-07 43085.0
retrace 205030 3.7855374122124885e-07 43086.0
glasshouse 205012 3.7852050721967844e-07 43087.0
revolvers 205004 3.785057365523138e-07 43088.0
lurch 204983 3.7846696355048165e-07 43089.0
sevastopol 204972 3.784466538828553e-07 43090.0
medallist 204958 3.784208052149672e-07 43091.5
gregarious 204958 3.784208052149672e-07 43091.5
inductees 204955 3.7841526621470544e-07 43093.0
torrential 204954 3.7841341988128487e-07 43094.0
jetway 204947 3.7840049554734083e-07 43095.0
allee 204946 3.7839864921392026e-07 43096.0
bonk 204916 3.783432592113029e-07 43097.0
lublin 204898 3.7831002520973244e-07 43098.0
nightgown 204892 3.7829894720920897e-07 43099.0
splurge 204888 3.782915618755267e-07 43100.0
bombard 204887 3.782897155421061e-07 43101.0
magpies 204885 3.7828602287526493e-07 43102.0
stalingrad 204877 3.782712522079003e-07 43103.0
missus 204858 3.7823617187290934e-07 43104.0
mystified 204856 3.7823247920606815e-07 43105.0
hashed 204846 3.782140158718624e-07 43106.0
drooping 204835 3.78193706204236e-07 43107.0
quash 204823 3.781715502031891e-07 43108.0
adjudicate 204822 3.7816970386976846e-07 43109.0
inconsiderate 204816 3.78158625869245e-07 43110.0
highchairs 204810 3.781475478687215e-07 43111.0
mousetrap 204797 3.78123545534254e-07 43112.0
schwarzkopf 204785 3.7810138953320707e-07 43113.0
hokey 204777 3.7808661886584246e-07 43114.0
swirled 204767 3.7806815553163666e-07 43115.0
ramses 204766 3.780663091982161e-07 43116.0
darted 204760 3.780552311976926e-07 43117.0
warlike 204756 3.780478458640103e-07 43118.0
participative 204737 3.780127655290193e-07 43119.0
colons 204720 3.7798137786086946e-07 43120.0
duos 204711 3.7796476086008423e-07 43121.0
supplication 204702 3.7794814385929905e-07 43122.0
fretted 204701 3.779462975258785e-07 43123.0
begonia 204693 3.779315268585138e-07 43124.0
screamer 204679 3.7790567819062574e-07 43125.0
declarant 204668 3.7788536852299937e-07 43126.0
salto 204639 3.778318248538026e-07 43127.0
practicals 204630 3.778152078530174e-07 43128.0
gauged 204607 3.777727421843441e-07 43129.0
posthumously 204605 3.777690495175029e-07 43130.0
dieters 204593 3.7774689351645596e-07 43131.0
suet 204581 3.77724737515409e-07 43132.0
overhanging 204576 3.777155058483061e-07 43133.0
tonto 204560 3.776859645135769e-07 43134.0
pusan 204559 3.7768411818015627e-07 43135.0
impropriety 204537 3.776434988449036e-07 43136.0
maligned 204502 3.7757887717518333e-07 43137.0
repackaged 204476 3.7753087250624825e-07 43138.0
thackeray 204471 3.7752164083914535e-07 43139.0
castries 204435 3.7745517283600453e-07 43140.0
eisenstein 204426 3.7743855583521935e-07 43141.0
roaches 204408 3.774053218336489e-07 43142.0
nought 204395 3.7738131949918137e-07 43143.0
barbarous 204373 3.7734070016392863e-07 43144.0
expressiveness 204369 3.7733331483024635e-07 43145.0
sinker 204304 3.7721330315790874e-07 43146.0
unpredictability 204260 3.7713206448740326e-07 43147.0
hahnemann 204238 3.770914451521505e-07 43148.0
dux 204200 3.7702128448216855e-07 43149.0
eggnog 204199 3.77019438148748e-07 43150.0
diu 204162 3.7695112381218654e-07 43151.0
pulsars 204152 3.769326604779808e-07 43152.0
cording 204138 3.7690681181009265e-07 43153.0
aphrodisiacs 204106 3.7684772914063416e-07 43154.0
lxi 204094 3.768255731395872e-07 43155.0
writhing 204090 3.768181878059049e-07 43156.0
scrapie 204079 3.767978781382785e-07 43157.0
malamute 204075 3.767904928045962e-07 43158.0
enticed 204071 3.767831074709139e-07 43159.0
schmuck 204019 3.766870981330438e-07 43160.0
mufti 204002 3.7665571046489397e-07 43161.0
ironclad 203983 3.76620630129903e-07 43162.0
gasps 203961 3.7658001079465024e-07 43163.0
exclaim 203941 3.7654308412623864e-07 43164.0
rehash 203931 3.765246207920329e-07 43165.0
littering 203929 3.765209281251917e-07 43166.0
abkhazia 203928 3.7651908179177113e-07 43167.0
enlace 203869 3.76410148119957e-07 43168.0
confucian 203866 3.7640460911969523e-07 43169.0
vestiges 203863 3.763990701194335e-07 43170.0
rustling 203837 3.763510654504985e-07 43171.0
septa 203819 3.7631783144892804e-07 43172.0
brainwave 203809 3.762993681147223e-07 43173.0
clavier 203805 3.7629198278103995e-07 43174.0
purist 203788 3.762605951128901e-07 43175.0
recaptured 203780 3.762458244455255e-07 43176.0
freestone 203779 3.7624397811210493e-07 43177.0
formulaic 203777 3.7624028544526374e-07 43178.0
earthworm 203729 3.76151661441076e-07 43179.0
phonemes 203727 3.7614796877423484e-07 43180.0
marauders 203725 3.7614427610739364e-07 43181.0
spars 203700 3.760981177718792e-07 43182.0
dished 203697 3.760925787716175e-07 43183.0
frise 203691 3.7608150077109396e-07 43184.0
corned 203685 3.760704227705705e-07 43185.0
shockley 203683 3.7606673010372935e-07 43186.0
keisha 203681 3.760630374368882e-07 43187.0
lifeguards 203653 3.76011340101112e-07 43188.0
antiserum 203641 3.7598918410006506e-07 43189.0
howls 203629 3.759670280990181e-07 43190.0
seismicity 203624 3.759577964319152e-07 43191.0
answerable 203618 3.7594671843139174e-07 43192.0
inky 203613 3.7593748676428884e-07 43193.0
triplicate 203607 3.7592640876376537e-07 43194.0
pectoral 203585 3.7588578942851263e-07 43195.0
sneer 203583 3.758820967616715e-07 43196.0
stickiness 203580 3.7587655776140973e-07 43197.0
saatchi 203576 3.7586917242772745e-07 43198.0
cataclysmic 203547 3.7581562875853067e-07 43199.0
curia 203518 3.757620850893339e-07 43200.0
hustlers 203512 3.757510070888104e-07 43201.0
leos 203507 3.757417754217075e-07 43202.0
allay 203474 3.756808464188284e-07 43203.0
derision 203463 3.75660536751202e-07 43204.0
parachuting 203448 3.756328417498934e-07 43205.0
dutifully 203446 3.756291490830522e-07 43206.0
tamils 203400 3.755442177457056e-07 43207.0
octavo 203379 3.7550544474387344e-07 43208.0
orangutan 203375 3.754980594101911e-07 43209.5
jerrold 203375 3.754980594101911e-07 43209.5
pisgah 203372 3.754925204099294e-07 43211.0
maddening 203363 3.7547590340914416e-07 43212.0
nontoxic 203362 3.754740570757236e-07 43213.5
durga 203362 3.754740570757236e-07 43213.5
falconry 203352 3.754555937415178e-07 43215.0
lexicons 203347 3.754463620744149e-07 43216.0
backboard 203314 3.7538543307153583e-07 43217.0
ischaemic 203309 3.7537620140443293e-07 43218.0
bailout 203304 3.7536696973733003e-07 43219.0
preconceptions 203302 3.753632770704889e-07 43220.0
middlemen 203291 3.753429674028625e-07 43221.0
plundered 203286 3.753337357357596e-07 43222.0
marchers 203283 3.753281967354979e-07 43223.0
reformatting 203268 3.753005017341892e-07 43224.0
credenza 203244 3.752561897320953e-07 43225.0
decry 203238 3.7524511173157185e-07 43226.0
annulus 203227 3.752248020639455e-07 43227.0
newtons 203210 3.7519341439579564e-07 43228.0
conspirator 203178 3.7513433172633714e-07 43229.0
luring 203145 3.7507340272345803e-07 43230.0
promiscuity 203125 3.750364760550464e-07 43231.0
transitioned 203114 3.750161663874201e-07 43232.0
gallantry 203113 3.750143200539995e-07 43233.0
whisked 203086 3.749644690516439e-07 43234.0
mejia 203077 3.7494785205085866e-07 43235.0
outcrops 203063 3.749220033829706e-07 43236.0
timur 203060 3.749164643827088e-07 43237.0
interlocutory 203045 3.7488876938140017e-07 43238.0
pericles 203044 3.748869230479796e-07 43239.0
desertion 203033 3.748666133803532e-07 43240.0
reemployment 203006 3.748167623779976e-07 43241.0
kirov 202992 3.747909137101095e-07 43242.0
flirts 202987 3.747816820430066e-07 43243.0
alga 202974 3.747576797085391e-07 43244.0
acrobatics 202967 3.74744755374595e-07 43245.0
witted 202961 3.747336773740715e-07 43246.0
katakana 202952 3.7471706037328635e-07 43247.0
arguable 202934 3.7468382637171593e-07 43248.0
eclampsia 202933 3.7468198003829537e-07 43249.0
demotion 202922 3.74661670370669e-07 43250.0
yow 202916 3.746505923701455e-07 43251.0
wherewith 202893 3.746081267014722e-07 43252.0
siliceous 202885 3.7459335603410755e-07 43253.0
sailfish 202870 3.745656610327989e-07 43254.0
smurfs 202857 3.7454165869833133e-07 43255.0
circulates 202831 3.744936540293963e-07 43256.0
manatees 202824 3.7448072969545227e-07 43257.0
signore 202821 3.744751906951905e-07 43258.5
coldly 202821 3.744751906951905e-07 43258.5
mcluhan 202819 3.7447149802834937e-07 43260.0
fenugreek 202803 3.744419566936201e-07 43261.0
nipissing 202795 3.744271860262555e-07 43262.0
envoys 202787 3.744124153588908e-07 43263.0
polyphone 202778 3.7439579835810565e-07 43264.0
meteorologists 202774 3.743884130244233e-07 43265.0
restorer 202772 3.743847203575822e-07 43266.0
botulism 202756 3.743551790228529e-07 43267.0
pyridoxine 202751 3.7434594735575e-07 43268.0
staves 202728 3.743034816870767e-07 43269.0
vedanta 202724 3.742960963533944e-07 43270.0
coldness 202722 3.742924036865532e-07 43271.0
depolarization 202693 3.7423886001735643e-07 43272.0
noguchi 202679 3.7421301134946835e-07 43273.0
spellbinding 202677 3.742093186826272e-07 43274.0
isidro 202674 3.7420377968236545e-07 43275.0
grouchy 202666 3.7418900901500084e-07 43276.0
rasputin 202659 3.741760846810568e-07 43277.0
valances 202657 3.741723920142156e-07 43278.0
asuncion 202656 3.7417054568079504e-07 43279.0
friesland 202615 3.740948460105513e-07 43280.0
sizer 202590 3.7404868767503686e-07 43281.0
mobster 202575 3.7402099267372816e-07 43282.0
croats 202533 3.7394344667006387e-07 43283.0
avowed 202530 3.739379076698021e-07 43284.0
gusty 202515 3.7391021266849346e-07 43285.0
oodles 202506 3.738935956677082e-07 43286.0
brazier 202480 3.738455909987732e-07 43287.0
bayreuth 202474 3.7383451299824973e-07 43288.0
castaways 202454 3.7379758632983813e-07 43289.0
assamese 202452 3.73793893662997e-07 43290.0
archon 202427 3.7374773532748254e-07 43291.0
filofax 202425 3.7374404266064134e-07 43292.0
internationalist 202420 3.737348109935385e-07 43293.0
godliness 202410 3.737163476593327e-07 43294.0
northrup 202393 3.7368495999118285e-07 43295.0
docile 202388 3.7367572832407995e-07 43296.0
prostatectomy 202365 3.7363326265540664e-07 43297.0
maliciously 202345 3.735963359869951e-07 43298.0
showmanship 202329 3.735667946522658e-07 43299.0
vole 202319 3.7354833131806e-07 43300.5
clutched 202319 3.7354833131806e-07 43300.5
cantons 202309 3.735298679838542e-07 43302.0
enveloping 202298 3.735095583162279e-07 43303.0
wrights 202293 3.73500326649125e-07 43304.0
keokuk 202285 3.7348555598176033e-07 43305.0
subito 202277 3.734707853143957e-07 43306.0
sunscreens 202258 3.7343570497940474e-07 43307.0
tangles 202240 3.734024709778343e-07 43308.0
scrivener 202236 3.73395085644152e-07 43309.0
meanest 202221 3.733673906428433e-07 43310.0
aerobatic 202216 3.7335815897574044e-07 43311.0
carabiners 202213 3.733526199754787e-07 43312.0
refutes 202204 3.7333600297469345e-07 43313.0
subsequence 202196 3.7332123230732884e-07 43314.0
sexier 202190 3.7331015430680537e-07 43315.0
cardioid 202164 3.7326214963787035e-07 43316.0
hollows 202137 3.732122986355147e-07 43317.0
decile 202130 3.7319937430157066e-07 43318.0
luckiest 202129 3.731975279681501e-07 43319.0
reprogramming 202126 3.7319198896788833e-07 43320.0
slipstream 202103 3.73149523299215e-07 43321.0
officiate 202099 3.731421379655327e-07 43322.0
mumble 202090 3.731255209647475e-07 43323.0
aral 202036 3.7302581896003627e-07 43324.0
goosebumps 202016 3.7298889229162467e-07 43325.5
biannual 202016 3.7298889229162467e-07 43325.5
congeniality 202000 3.7295935095689545e-07 43327.0
complicit 201994 3.729482729563719e-07 43328.0
substantiation 201992 3.729445802895308e-07 43329.0
capitation 201974 3.7291134628796037e-07 43330.0
songbirds 201965 3.728947292871752e-07 43331.0
oppress 201953 3.728725732861282e-07 43332.0
grandfathers 201928 3.7282641495061375e-07 43333.0
weatherman 201916 3.728042589495668e-07 43334.0
usury 201906 3.72785795615361e-07 43335.5
torrens 201906 3.72785795615361e-07 43335.5
apologises 201905 3.7278394928194043e-07 43337.0
isadora 201884 3.727451762801083e-07 43338.0
coverup 201855 3.7269163261091153e-07 43339.0
aldehydes 201850 3.7268240094380863e-07 43340.0
greedily 201839 3.7266209127618226e-07 43341.0
streptomycin 201832 3.726491669422382e-07 43342.0
ekaterinburg 201819 3.7262516460777065e-07 43343.0
reevaluate 201812 3.726122402738266e-07 43344.0
padlocks 201811 3.7261039394040604e-07 43345.0
vizier 201808 3.7260485494014433e-07 43346.0
antebellum 201801 3.7259193060620024e-07 43347.0
argonaut 201792 3.7257531360541506e-07 43348.0
nostril 201758 3.725125382691154e-07 43349.0
impedes 201747 3.72492228601489e-07 43350.0
tombstones 201746 3.7249038226806844e-07 43351.5
roadie 201746 3.7249038226806844e-07 43351.5
wavering 201735 3.7247007260044206e-07 43353.0
carnatic 201715 3.724331459320305e-07 43354.0
barbarism 201713 3.724294532651893e-07 43355.0
staphylococcal 201707 3.7241837526466585e-07 43356.0
autobiographies 201684 3.7237590959599254e-07 43357.0
smalls 201676 3.7236113892862793e-07 43358.0
hairstylists 201675 3.7235929259520736e-07 43359.0
vienne 201659 3.723297512604781e-07 43360.0
hooch 201647 3.7230759525943114e-07 43361.0
razorback 201640 3.722946709254871e-07 43362.0
playboys 201600 3.7222081758866395e-07 43363.0
surmise 201587 3.7219681525419644e-07 43364.0
blanch 201559 3.721451179184202e-07 43365.0
greenaway 201556 3.7213957891815846e-07 43366.0
rabi 201534 3.7209895958290577e-07 43367.0
morelos 201533 3.7209711324948515e-07 43368.0
inscrutable 201526 3.720841889155411e-07 43369.0
reyna 201509 3.7205280124739127e-07 43370.0
mugger 201472 3.719844869108299e-07 43371.0
syne 201469 3.719789479105681e-07 43372.0
erlanger 201463 3.7196786991004464e-07 43373.0
xxxii 201462 3.7196602357662407e-07 43374.0
tippecanoe 201452 3.719475602424183e-07 43375.0
underbelly 201451 3.719457139089977e-07 43376.0
crewed 201435 3.719161725742685e-07 43377.0
groomer 201433 3.719124799074273e-07 43378.0
saluted 201427 3.719014019069038e-07 43379.0
reducible 201402 3.7185524357138937e-07 43380.0
protectorate 201397 3.7184601190428647e-07 43381.0
caslon 201372 3.71799853568772e-07 43382.0
hieroglyphics 201362 3.717813902345662e-07 43383.5
evacuations 201362 3.717813902345662e-07 43383.5
materialist 201349 3.717573879000987e-07 43385.0
landlady 201334 3.7172969289879e-07 43386.0
potentiation 201327 3.7171676856484596e-07 43387.0
vertebra 201318 3.717001515640608e-07 43388.0
dartboard 201314 3.7169276623037845e-07 43389.0
blameless 201296 3.7165953222880803e-07 43390.0
amalia 201279 3.716281445606582e-07 43391.0
democratisation 201277 3.7162445189381705e-07 43392.0
newsagent 201259 3.715912178922466e-07 43393.0
polenta 201258 3.71589371558826e-07 43394.0
absurdly 201254 3.7158198622514374e-07 43395.0
garnished 201199 3.714804378870119e-07 43396.0
probative 201193 3.714693598864884e-07 43397.0
scallions 201190 3.714638208862267e-07 43398.0
velazquez 201181 3.7144720388544147e-07 43399.0
leola 201175 3.71436125884918e-07 43400.5
corporeal 201175 3.71436125884918e-07 43400.5
passivity 201169 3.7142504788439453e-07 43402.5
partiality 201169 3.7142504788439453e-07 43402.5
circumscribed 201160 3.714084308836093e-07 43404.0
anonym 201150 3.7138996754940355e-07 43405.0
roundabouts 201107 3.7131057521231863e-07 43406.0
steno 201103 3.7130318987863635e-07 43407.0
octaves 201067 3.7123672187549553e-07 43408.0
disposes 201062 3.7122749020839263e-07 43409.0
berta 201028 3.7116471487209294e-07 43410.0
emanate 201024 3.711573295384106e-07 43411.0
staffroom 201020 3.711499442047283e-07 43412.0
volgograd 201011 3.711333272039431e-07 43413.0
tommie 200982 3.710797835347463e-07 43414.0
rummage 200967 3.710520885334376e-07 43415.0
objectivism 200965 3.710483958665965e-07 43416.0
legalities 200959 3.71037317866073e-07 43417.0
rigel 200948 3.7101700819844663e-07 43418.0
headstrong 200946 3.710133155316055e-07 43419.0
plies 200925 3.709745425297733e-07 43420.5
championing 200925 3.709745425297733e-07 43420.5
synchronised 200905 3.7093761586136177e-07 43422.0
politicos 200901 3.7093023052767944e-07 43423.5
bumbling 200901 3.7093023052767944e-07 43423.5
pickling 200887 3.7090438185979136e-07 43425.0
refuting 200885 3.7090068919295017e-07 43426.0
privatizing 200881 3.708933038592679e-07 43427.0
scantily 200863 3.708600698576975e-07 43428.0
makings 200837 3.708120651887624e-07 43429.0
slovakian 200797 3.7073821185193925e-07 43430.0
befriended 200782 3.707105168506306e-07 43431.0
kosciusko 200746 3.706440488474897e-07 43432.0
tendonitis 200723 3.7060158317881646e-07 43433.0
professing 200707 3.705720418440872e-07 43434.0
nestling 200662 3.7048895684016113e-07 43435.0
frt 200629 3.70428027837282e-07 43436.0
immortalized 200605 3.7038371583518813e-07 43437.0
leper 200592 3.703597135007206e-07 43438.0
animus 200550 3.7028216749705633e-07 43439.0
dimple 200542 3.7026739682969166e-07 43440.0
starches 200529 3.7024339449522415e-07 43441.0
handbrake 200524 3.7023416282812125e-07 43442.0
noblest 200522 3.702304701612801e-07 43443.0
urologists 200517 3.702212384941772e-07 43444.0
levitation 200516 3.7021939216075664e-07 43445.0
supine 200507 3.702027751599714e-07 43446.0
bloodthirsty 200425 3.7005137581948396e-07 43447.0
derailleurs 200422 3.7004583681922225e-07 43448.0
haemoglobin 200421 3.700439904858017e-07 43449.0
weightings 200414 3.7003106615185764e-07 43450.0
squint 200402 3.7000891015081065e-07 43451.0
jackrabbit 200400 3.700052174839695e-07 43452.0
mistyped 200365 3.6994059581424926e-07 43453.0
vitals 200318 3.6985381814348206e-07 43454.0
glasnost 200286 3.6979473547402357e-07 43455.0
lysosomal 200283 3.697891964737618e-07 43456.0
oldie 200255 3.697374991379856e-07 43457.0
lamenting 200216 3.6966549213458306e-07 43458.0
tater 200207 3.6964887513379783e-07 43459.0
toyama 200199 3.696341044664332e-07 43460.0
reaffirming 200194 3.696248727993303e-07 43461.0
khakis 200185 3.696082557985451e-07 43462.0
vindictive 200175 3.6958979246433934e-07 43463.5
bobbins 200175 3.6958979246433934e-07 43463.5
megabits 200137 3.695196317943573e-07 43465.0
siracusa 200105 3.6946054912489883e-07 43466.0
splenic 200097 3.6944577845753416e-07 43467.0
overtook 200073 3.694014664554403e-07 43468.0
elway 200060 3.6937746412097277e-07 43469.0
electrocardiography 200047 3.6935346178650526e-07 43470.0
pyrimidine 200037 3.6933499845229946e-07 43471.0
deidre 200032 3.6932576678519656e-07 43472.0
triptych 200022 3.6930730345099076e-07 43473.0
rifleman 200021 3.693054571175702e-07 43474.0
triumphed 199997 3.692611451154763e-07 43475.0
scanty 199977 3.6922421844706475e-07 43476.0
difficile 199961 3.691946771123355e-07 43477.0
maxed 199945 3.691651357776062e-07 43478.0
overloads 199940 3.691559041105033e-07 43479.0
marmite 199931 3.691392871097181e-07 43480.0
bartok 199927 3.691319017760358e-07 43481.0
vagaries 199920 3.6911897744209175e-07 43482.0
undaunted 199885 3.690543557723715e-07 43483.0
lucan 199884 3.6905250943895093e-07 43484.0
hemming 199863 3.6901373643711876e-07 43485.0
defiled 199832 3.6895650010108083e-07 43486.0
stillborn 199827 3.6894726843397793e-07 43487.0
faltering 199825 3.689435757671368e-07 43488.0
saracens 199820 3.689343441000339e-07 43489.0
overrule 199818 3.689306514331927e-07 43490.0
humanists 199791 3.688808004308371e-07 43491.0
discounters 199772 3.688457200958461e-07 43492.0
eke 199770 3.6884202742900494e-07 43493.0
constructivism 199767 3.6883648842874323e-07 43494.0
triceps 199763 3.688291030950609e-07 43495.0
obstetrician 199754 3.6881248609427566e-07 43496.0
conceited 199751 3.6880694709401395e-07 43497.0
denys 199746 3.6879771542691105e-07 43498.0
neonate 199712 3.6873494009061137e-07 43499.0
rainmaker 199681 3.6867770375457345e-07 43500.0
laymen 199674 3.686647794206294e-07 43501.0
shopkeepers 199658 3.6863523808590013e-07 43502.0
mortification 199639 3.6860015775090915e-07 43503.0
gemeinschaft 199625 3.68574309083021e-07 43504.0
telstar 199597 3.685226117472448e-07 43505.0
monogamy 199590 3.6850968741330077e-07 43506.0
roofers 199587 3.6850414841303906e-07 43507.0
combats 199547 3.684302950762159e-07 43508.0
